"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"Electrical Contractor","30054","TARRANT","METROPLEX ELECTRICAL SYSTEMS LLC","1720 ANN AND DOSSY CT",,"CROWLEY TX 76036-5747","8173808367","02/24/2027","METROPLEX ELECTRICAL SYSTEMS LLC","1720 ANN AND DOSSY CT",,"CROWLEY TX 76036-5747","TARRANT","8173808367","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","34118","DALLAS","RICHEY & FLORES ELECTRIC LLC","3602 WILLIAMSBURG DR",,"GARLAND TX 75043-2437","9723746106","01/17/2027","RICHEY & FLORES ELECTRIC LLC","3602 WILLIAMSBURG DR",,"GARLAND TX 75043-2437","DALLAS","9723746106","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","38412","PARKER","ETL ELECTRIC","1340 ROBYN RD",,"AZLE TX 76020-1660","8178764351","08/21/2027","ETL ELECTRIC","1340 ROBYN RD",,"AZLE TX 76020-1660","PARKER","8178764351","EC","N",
"Electrical Contractor","37881","COLLIN","STAR DESIGN ELECTRIC CO","704 SUGAR VALLEY RD",,"MURPHY TX 75094-4373","9545911954","03/22/2027","STAR DESIGN ELECTRIC CO","704 SUGAR VALLEY RD",,"MURPHY TX 75094-4373","COLLIN","9545911954","EC","N","POINT (-84.03419 35.08778)"
"Electrical Contractor","39578","PARKER","SBK ELECTRICAL LLC","178 BREEDERS DR",,"WILLOW PARK TX 76087-1264","8174588990","10/07/2026","SBK ELECTRICAL LLC","178 BREEDERS DR",,"WILLOW PARK TX 76087-1264","PARKER","8174588990","EC","N","POINT (-97.63659 32.74398)"
"Electrical Contractor","35816","COLLIN","GOLD STANDARD ELECTRIC LLC","505 BENTON DR","8206","MCKINNEY TX 75013","4696673241","03/15/2027","GOLD STANDARD ELECTRIC LLC","505 BENTON DR APT 8206",,"ALLEN TX 75013-6336","COLLIN","4696673241","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","40199","JOHNSON","GOLD EAGLE ELECTRIC LLC","9740 COUNTY ROAD 105",,"GRANDVIEW TX 76050-3504","8179197335","04/21/2027","GOLD EAGLE ELECTRIC LLC","9740 COUNTY ROAD 105",,"GRANDVIEW TX 76050-3504","JOHNSON","8179197335","EC","N","POINT (-94.53363 38.88932)"
"Electrical Contractor","27503","DALLAS","TRACK CONTRACTORS","2112 MONTERREY AVE",,"DALLAS TX 75228","2148741261","12/02/2026","TRACK CONTRACTORS","2112 MONTERREY AVE",,"DALLAS TX 75228-2240","DALLAS","2148741261","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","39433","WISE","BLUE RIDGE ELECTRIC","1053 CENTRAL AVE",,"NEWARK TX 76071-3410","8176535678","09/05/2026","BLUE RIDGE ELECTRIC","1053 CENTRAL AVE",,"NEWARK TX 76071-3410","WISE","8176535678","EC","N","POINT (-74.17421 40.73197)"
"Electrical Contractor","39616","DALLAS","SOLCHARGE NANO LLC","13601 PRESTON RD STE 712W",,"DALLAS TX 75240-5363","2146802844","10/24/2026","SOLCHARGE NANO LLC","13601 PRESTON RD STE 712W",,"DALLAS TX 75240-5363","DALLAS","2146802844","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","38441","JOHNSON","R-N-L ELECTRIC LLC","7575 S INTERSTATE 35 W STE 222",,"ALVARADO TX 76009","6822596767","08/28/2026","R-N-L ELECTRIC LLC","7575 S INTERSTATE 35 W STE 222",,"ALVARADO TX 76009-3453","JOHNSON","6822596767","EC","N","POINT (-97.21085 32.40691)"
"Electrical Contractor","35401","DENTON","TERAN ELECTRIC LLC","TRLR #431","1800 PRESTON ON THE LAKE BLVD","LITTLE ELM TX 75068-5734","2147322192","08/21/2026","TERAN ELECTRIC LLC","TRLR 431","1800 PRESTON ON THE LAKE BLVD","LITTLE ELM TX 75068-5734","DENTON","2147322192","EC","N","POINT (-96.9387 33.15985)"
"Electrical Contractor","31867","TARRANT","PINZON ELECTRIC LLC","6603 GREENSPRING DR",,"ARLINGTON TX 76016","4695063437","07/12/2026","PINZON ELECTRIC LLC","6603 GREENSPRING DR",,"ARLINGTON TX 76016-5135","TARRANT","4695063437","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","38529","DALLAS","LIGHTING SUPPLY INC","2530 JOE FIELD RD STE 1",,"DALLAS TX 75229-7196","9722410255","09/28/2026","LIGHTING SUPPLY INC","2530 JOE FIELD RD STE 1",,"DALLAS TX 75229-7196","DALLAS","9722410255","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","32964","DENTON","PENTA BUILDERS, LLC","7277 WATERS EDGE DR",,"THE COLONY TX 75056","4695851888","01/06/2027","PENTA BUILDERS, LLC","7277 WATERS EDGE DR",,"THE COLONY TX 75056-3459","DENTON","4695851888","EC","N","POINT (-96.89243 33.09799)"
"Electrical Contractor","29300","DALLAS","INTEGRATED ROADWAY SERVICES INC","11300 KLINE DR",,"DALLAS TX 75229-3108","2143521937","07/15/2025","INTEGRATED ROADWAY SERVICES INC",,,,"DALLAS","2143521937","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","36285","TARRANT","INDEPENDENT GREEN TECHNOLOGIES OF TX LLC","550 RESERVE STREET SUITE 190","2051 GREENHOUSE ROAD STE 300","SOUTHLAKE TX 76092","6823325298","08/11/2025","INDEPENDENT GREEN TECHNOLOGIES OF TX LLC","PO BOX 6524",,"MCKINNEY TX 75071-5114","TARRANT","6823325298","EC","N","POINT (-97.13121 32.94256)"
"Electrical Contractor","34095","PARKER","THOMCO POWER SERVICES LLC","1405 APRYL DR",,"WILLOW PARK TX 76008","8178801052","01/09/2027","THOMCO POWER SERVICES LLC","1405 APRYL DR",,"WILLOW PARK TX 76008-2603","PARKER","8178801052","EC","N","POINT (-97.63659 32.74398)"
"Electrical Contractor","38317","TARRANT","ECLIPSE SOLAR LLC","1500 N MAIN ST STE 105",,"FORT WORTH TX 76164-8929","2149736417","07/25/2026","ECLIPSE SOLAR LLC","1500 N MAIN ST STE 105",,"FORT WORTH TX 76164-8929","TARRANT","2149736417","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","26794","DENTON","ASA GROUP","3036 FM 2931",,"AUBREY TX 76227-0459","9724647778","01/18/2027","ASA GROUP","PO BOX 782",,"AUBREY TX 76227-0459","DENTON","9724647778","EC","N","POINT (-96.98628 33.30412)"
"Electrical Contractor","35008","DALLAS","DEMETER & ASSOCIATES LLC","7818 PRINCETON RD",,"ROWLETT TX 75089-2448","7067508904","02/07/2027","DEMETER & ASSOCIATES LLC","7818 PRINCETON RD",,"ROWLETT TX 75089-2448","DALLAS","7067508904","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","32772","DALLAS","BRDECKA ENTERPRISES LLC","116 NE 6TH ST",,"GRAND PRAIRIE TX 75050","9722645315","07/02/2026","BRDECKA ENTERPRISES LLC","153 TRANQUIL PL",,"WAXAHACHIE TX 75167-7207","DALLAS","9722645315","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","31599","DENTON","FLOW ELECTRIC LLC","711 ACME STREET",,"DENTON TX 76205","9406002171","03/19/2027","FLOW ELECTRIC LLC","711 ACME ST",,"DENTON TX 76205-5833","DENTON","9406002171","EC","N","POINT (-97.13163 33.21659)"
"Electrical Contractor","39152","ELLIS","P-V-ELECTRIC","1412 HILLCREST ST",,"ENNIS TX 75119-2221","4303621920","06/03/2027","P-V-ELECTRIC","350 VAN ROWE AVE",,"DUNCANVILLE TX 75116-3322","ELLIS","4303621920","EC","N","POINT (-96.6237 32.32955)"
"Electrical Contractor","34214","PARKER","BARLOW SERVICE AND EQUIPMENT INC","101 TIGERS EYE CT",,"WEATHERFORD TX 76087-4233","9402558750","02/22/2027","BARLOW SERVICE AND EQUIPMENT INC","PO BOX 2164",,"WEATHERFORD TX 76086-7164","PARKER","9402558750","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","41036","TARRANT","PADEL HOLDINGS LLC","400 INDUSTRIAL BLVD STE 112",,"MANSFIELD TX 76063-2204","5128049794","01/15/2027","PADEL HOLDINGS LLC","5900 BALCONES DR STE 100",,"AUSTIN TX 78731-4298","TARRANT","5128049794","EC","N","POINT (-97.14185 32.56517)"
"Electrical Contractor","39401","TARRANT","MIGHTY VOLT ELECTRIC LLC","4940 SPOON DRIFT DR",,"FORT WORTH TX 76135-7017","8175848141","08/26/2026","MIGHTY VOLT ELECTRIC LLC","4940 SPOON DRIFT DR",,"FORT WORTH TX 76135-7017","TARRANT","8175848141","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","36666","DALLAS","SMS ELECTRICAL SERVICES LLC","8530 BRETSHIRE DR",,"DALLAS TX 75228-5334","2144603714","12/09/2026","SMS ELECTRICAL SERVICES LLC","8530 BRETSHIRE DR",,"DALLAS TX 75228-5334","DALLAS","2144603714","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","35083","DENTON","MY HOME ELECTRICIAN LLC","434 EDWARD ROAD",,"PILOT POINT TX 76258","4699014868","04/04/2027","MY HOME ELECTRICIAN LLC","434 EDWARD ROAD",,"PILOT POINT TX 76258","DENTON","4699014868","EC","N","POINT (-96.95954 33.39667)"
"Electrical Contractor","34193","DALLAS","GARTECH ELECTRICAL LLC","2708 INGRAM CIR",,"MESQUITE TX 75181-4422","4694329733","02/13/2027","GARTECH ELECTRICAL LLC","2708 INGRAM CIR",,"MESQUITE TX 75181-4422","DALLAS","4694329733","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","41394","DALLAS","FIXAROO LLC","2025 FALL CREEK CV",,"MESQUITE TX 75181-4351","6059396271","04/23/2027","FIXAROO LLC","2025 FALL CREEK CV",,"MESQUITE TX 75181-4351","DALLAS","6059396271","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","40670","DALLAS","4 TWINS ELECT AND CONTROLS CONTRS LLC","1115 STELLA ST",,"IRVING TX 75060-6151","4697328887","09/08/2026","4 TWINS ELECT AND CONTROLS CONTRS LLC","1115 STELLA ST",,"IRVING TX 75060-6151","DALLAS","4697328887","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","26866","HUNT","HARRIS ELECTRIC","3929 EASY ST",,"LONE OAK TX 75453-0053","9727653709","01/22/2027","HARRIS ELECTRIC","3929 EASY ST",,"LONE OAK TX 75453-5201","HUNT","9727653709","EC","N","POINT (-95.93959 32.99643)"
"Electrical Contractor","40432","PARKER","KERCHER COMMERCIAL SERVICES LLC","132 NORTH STAR CROSSING LN",,"WEATHERFORD TX 76088-6406","8176940322","07/01/2027","KERCHER COMMERCIAL SERVICES LLC","132 N STAR CROSSING LN",,"WEATHERFORD TX 76088-6406","PARKER","8176940322","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","26326","TARRANT","INDEPENDENT UTILITY CONSTRUCTION, INC.","5109 SUN VALLEY DR",,"FORT WORTH TX 76119","8174784444","07/21/2027","INDEPENDENT UTILITY CONSTRUCTION, INC.","5109 SUN VALLEY DR",,"FORT WORTH TX 76119-6411","TARRANT","8174784444","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","33153","TARRANT","FORT WORTH ELECTRICAL SERVICE LLC","7639 CONFEDERATE PARK RD",,"FORT WORTH TX 76108-9322","8179806844","03/07/2025","FORT WORTH ELECTRICAL SERVICE LLC","7639 CONFEDERATE PARK RD",,"FORT WORTH TX 76108-9322","TARRANT","8179806844","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","36828","TARRANT","NORTH TEXAS GENERATORS LLC","111 METROTEX DR # 104",,"HASLET TX 76052-2070","8179002714","02/16/2027","NORTH TEXAS GENERATORS LLC","111 METROTEX DR STE 104",,"HASLET TX 76052-2142","TARRANT","8179002714","EC","N","POINT (-84.40843 42.74907)"
"Electrical Contractor","25775","DALLAS","LAKE HIGHLANDS ELECTRIC LLC","3730 DILIDO RD","SUITE 102","DALLAS TX 75228","2142213207","11/18/2026","LAKE HIGHLANDS ELECTRIC LLC","PO BOX 181452",,"DALLAS TX 75218-8452","DALLAS","2142213207","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","40531","KAUFMAN","TUDON ELECTRIC LLC","14433 STANLEY LN",,"FORNEY TX 75126-5243","9728783826","07/28/2026","TUDON ELECTRIC LLC","14433 STANLEY LN",,"FORNEY TX 75126-5243","KAUFMAN","9728783826","EC","N","POINT (-96.47047 32.74904)"
"Electrical Contractor","26700","TARRANT","MARANATHA ELECTRIC CO.","4316 WICHITA ST",,"FORT WORTH TX 76119","8175366425","12/10/2025","MARANATHA ELECTRIC CO.","4316 WICHITA ST",,"FORT WORTH TX 76119-3325","TARRANT","8175366425","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","38674","ELLIS","CASTA ELECTRIC LLC","251 MCADA DR",,"MIDLOTHIAN TX 76065-6246","4694391088","12/03/2026","CASTA ELECTRIC LLC","251 MCADA DR",,"MIDLOTHIAN TX 76065-6246","ELLIS","4694391088","EC","N","POINT (-77.65149 37.50359)"
"Electrical Contractor","31039","WISE","4 T.E.C. LLC","194 CO RD 4430","194 COUNTY ROAD 4430","RHOME TX 76078","6829708325","06/24/2027","4 T.E.C. LLC","194 COUNTY ROAD 4430",,"RHOME TX 76078-2241","WISE","6829708325","EC","N","POINT (-97.47266 33.05513)"
"Electrical Contractor","38283","DENTON","MY RELIABLE ELECTRICIAN LLC","PO BOX 506",,"KRUM TX 76249","8175384149","07/10/2027","MY RELIABLE ELECTRICIAN LLC","PO BOX 506",,"KRUM TX 76249-0506","DENTON","8175384149","EC","N","POINT (-97.23779 33.2614)"
"Electrical Contractor","24572","PARKER","FLYIN R ELECTRIC LLC","PO BOX 284",,"ALEDO TX 76008","6822294590","06/18/2027","FLYIN R ELECTRIC LLC","172 WHITETAIL DR",,"WILLOW PARK TX 76008-1108","PARKER","6822294590","EC","N","POINT (-97.60502 32.696)"
"Electrical Contractor","29164","COLLIN","LEVALDS TECHNICAL COORDINATION GROUP LLC","6860 DALLAS PKWY STE 460",,"PLANO TX 75024-4354","9728019950","09/09/2026","LEVALDS TECHNICAL COORDINATION GROUP LLC","6860 DALLAS PKWY STE 460",,"PLANO TX 75024-4354","COLLIN","9728019950","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","37165","JOHNSON","COLEMAN AND SON'S ELECTRIC LLC","608 N COUNTY ROAD 810",,"ALVARADO TX 76009-5820","8175262775","05/31/2027","COLEMAN AND SON'S ELECTRIC LLC","608 N COUNTY ROAD 810",,"ALVARADO TX 76009-5820","JOHNSON","8175262775","EC","N","POINT (-97.21085 32.40691)"
"Electrical Contractor","32072","DALLAS","G.A. ELECTRIC LLC","4645 WESTERN OAKS DR",,"DALLAS TX 75211-7828","2143309861","09/25/2026","G.A. ELECTRIC LLC","4645 WESTERN OAKS DR",,"DALLAS TX 75211-7828","DALLAS","2143309861","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","40402","TARRANT","TRINITY ELECTRIC TX LLC","3121 N HAYS ST",,"FORT WORTH TX 76106-6120","8177330381","06/20/2026","TRINITY ELECTRIC TX LLC","3121 N HAYS ST",,"FORT WORTH TX 76106-6120","TARRANT","8177330381","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","36926","JOHNSON","KWH ELECTRICAL LLC","141 SW ALSBURY BLVD",,"BURLESON TX 76028-3763","8178088386","05/13/2027","KWH ELECTRICAL LLC","212 NE TAYLOR ST",,"BURLESON TX 76028-3525","JOHNSON","8178088386","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","39369","DENTON","GAMMA STRATEGIES LLC","1420 VALWOOD PKWY STE 172",,"CARROLLTON TX 75007-6811","5125717982","08/19/2026","GAMMA STRATEGIES LLC","2671 COOPERS POST LN",,"SUGAR LAND TX 77478-4123","DENTON","5125717982","EC","N","POINT (-96.89023 32.97555)"
"Electrical Contractor","38536","DALLAS","ELECTRICAL DYNAMICS LLC","638 YORKTOWN DR",,"GARLAND TX 75043-2340","2147703082","09/28/2026","ELECTRICAL DYNAMICS LLC","638 YORKTOWN DR",,"GARLAND TX 75043-2340","DALLAS","2147703082","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","30779","DENTON","SYSTEMS AUTOMATED","8343 GATEWAY DR",,"ARGYLE TX 76226","9404129100","03/03/2027","SYSTEMS AUTOMATED","8343 GATEWAY DR",,"ARGYLE TX 76226-5735","DENTON","9404129100","EC","N","POINT (-97.18531 33.12179)"
"Electrical Contractor","29647","DENTON","CF ELECTRIC INC","4901 TIM DONALD RD",,"JUSTIN TX 76247","8172676000","06/06/2026","CF ELECTRIC INC","4901 TIM DONALD RD",,"JUSTIN TX 76247-2978","DENTON","8172676000","EC","N","POINT (-97.3029 33.08908)"
"Electrical Contractor","34882","DALLAS","VMM ELECTRIC CONTRACTOR LLC","1137 ALEXANDRIA AVE",,"GARLAND TX 75040-9013","2147993342","11/19/2026","VMM ELECTRIC CONTRACTOR LLC","1137 ALEXANDRIA AVE",,"GARLAND TX 75040-9013","DALLAS","2147993342","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","25852","TARRANT","CALVARY ELECTRIC, LLC","5512 MIDWAY RD",,"HALTOM CITY TX 76117","8179099765","11/18/2026","CALVARY ELECTRIC, LLC","PO BOX 14309",,"HALTOM CITY TX 76117-0309","TARRANT","8179099765","EC","N","POINT (-97.27463 32.80963)"
"Electrical Contractor","35522","TARRANT","EFFICIENT HOME SERVICES OF TEXAS, LLC","6479 CAMP BOWIE BLVD",,"FORT WORTH TX 76116","8178882050","10/21/2025","EFFICIENT HOME SERVICES OF TEXAS, LLC","2524 DELMAR DR",,"PLANO TX 75075-7408","TARRANT","8178882050","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","38399","DENTON","SOLAR SCOUTS OPERATIONS LLC","7208 LANGLEY CT",,"THE COLONY TX 75056-1215","2148434238","08/18/2026","SOLAR SCOUTS OPERATIONS LLC","7208 LANGLEY CT",,"THE COLONY TX 75056-1215","DENTON","2148434238","EC","N","POINT (-96.89243 33.09799)"
"Electrical Contractor","41493","TARRANT","HARTER ELECTRIC LLC","8400 SPENCE CT",,"NORTH RICHLAND HILLS TX 76182-","8176889882","05/27/2027","HARTER ELECTRIC LLC","8400 SPENCE CT",,"NORTH RICHLAND HILLS TX 76182-","TARRANT","8176889882","EC","N","POINT (-97.22687 32.83863)"
"Electrical Contractor","35097","DENTON","MPT ELECTRIC COMPANY","1407 EMBERSON CHAPEL",,"PILOT POINT TX 76258-6132","4696671755","03/05/2027","MPT ELECTRIC COMPANY","1407 EMBERSON CHAPEL RD",,"PILOT POINT TX 76258-3056","DENTON","4696671755","EC","N","POINT (-96.95954 33.39667)"
"Electrical Contractor","24915","TARRANT","THOMAS TORRE ELECTRIC LLC","8509 CRESTVIEW DR",,"N RICHLAND HILLS TX 76180-3108","8175076654","09/13/2026","THOMAS TORRE ELECTRIC LLC","250 COUNTY ROAD 1522",,"EUREKA SPRINGS AR 72632-9038","TARRANT","8175076654","EC","N","POINT (-97.22687 32.83863)"
"Electrical Contractor","41197","DALLAS","POWER SPARK ELECTRIC LLC","404 PLEASANT MEADOWS LN",,"DALLAS TX 75217-7939","2148644741","03/10/2027","POWER SPARK ELECTRIC LLC","404 PLEASANT MEADOWS LN",,"DALLAS TX 75217-7939","DALLAS","2148644741","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","38944","DALLAS","INTEGRATED SERVICES GROUP, LLC","11494 LUNA RD STE 160",,"DALLAS TX 75234-9429","4699789468","03/11/2025","INTEGRATED SERVICES GROUP, LLC","11494 LUNA RD STE 160",,"DALLAS TX 75234-9429","DALLAS","4699789468","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","40520","TARRANT","PILLAR ELECTRIC LLC","10513 CRAWFORD FARMS DR",,"KELLER TX 76244-9595","8177162645","07/24/2027","PILLAR ELECTRIC LLC","STE 103","5801 GOLDEN TRIANGLE BLVD","FORT WORTH TX 76244-4411","TARRANT","8177162645","EC","N","POINT (-97.22646 32.93087)"
"Electrical Contractor","26424","WISE","2 J ELECTRIC COMPANY","300 SENDERO",,"DECATUR TX 76234-1654","9403959164","07/01/2027","2 J ELECTRIC COMPANY","300 S SENDERO DR",,"DECATUR TX 76234-1654","WISE","9403959164","EC","N","POINT (-84.29658 33.77437)"
"Electrical Contractor","39044","DENTON","CONVERGENCE SOLUTIONS GROUP LLC","2705 AMISTAD LN",,"CORINTH TX 76210-2515","2144980768","04/10/2027","CONVERGENCE SOLUTIONS GROUP LLC","2705 AMISTAD LN",,"CORINTH TX 76210-2515","DENTON","2144980768","EC","N","POINT (-88.53095 34.92913)"
"Electrical Contractor","32577","KAUFMAN","GRJ ELECTRIC","5214 COUNTY ROAD 4102",,"KAUFMAN TX 75142","9723717554","04/25/2027","GRJ ELECTRIC","5214 COUNTY ROAD 4102",,"KAUFMAN TX 75142-6119","KAUFMAN","9723717554","EC","N","POINT (-96.31092 32.58973)"
"Electrical Contractor","31161","TARRANT","EPX ENERGY","3908 WILLIAMSON RD","STE 100","CROWLEY TX 76036","2145512907","11/15/2026","EPX ENERGY","3908 WILLIAMSON RD STE 100",,"CROWLEY TX 76036-9203","TARRANT","2145512907","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","38511","PARKER","GENERATOR SUPERCENTER OF ABILENE","116 WINNERS CIR",,"WEATHERFORD TX 76087","8176611500","09/26/2026","GENERATOR SUPERCENTER OF ABILENE","116 WINNERS CIR",,"WEATHERFORD TX 76087-7977","PARKER","8176611500","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","36347","DALLAS","MONTENEGRO ELEC CONTRACTORS & ASSOC LLC","4001 E MAIN ST TRLR 076",,"GRAND PRAIRIE TX 75050-4631","2147633947","08/26/2026","MONTENEGRO ELEC CONTRACTORS & ASSOC LLC","4001 E MAIN ST TRLR 76",,"GRAND PRAIRIE TX 75050-4631","DALLAS","2147633947","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","28154","COLLIN","IDEAL ELECTRIC","6617 GARFIELD DR",,"PLANO TX 75023","9724804703","08/31/2026","IDEAL ELECTRIC","6617 GARFIELD DR",,"PLANO TX 75023-1444","COLLIN","9724804703","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","34989","DALLAS","DYNAMIC SLR INC","STE 350","2280 CAMPBELL CREEK","RICHARDSON TX 75082","2143367844","01/30/2027","DYNAMIC SLR INC","539 W COMMERCE ST",,"DALLAS TX 75208-1953","DALLAS","2143367844","EC","N","POINT (-96.73297 32.96074)"
"Electrical Contractor","37326","DENTON","GREEN STANDARD ELECTRIC","3804 JUNIPERIO ST",,"DENTON TX 76208-5976","9727685516","07/23/2026","GREEN STANDARD ELECTRIC","3804 JUNIPERIO ST",,"DENTON TX 76208-1538","DENTON","9727685516","EC","N","POINT (-97.13163 33.21659)"
"Electrical Contractor","36746","KAUFMAN","G4 ELECTRICAL SERVICES LLC","703 E MASON ST",,"MABANK TX 75147","9038022655","01/17/2027","G4 ELECTRICAL SERVICES LLC","703 E MASON ST",,"MABANK TX 75147-8103","KAUFMAN","9038022655","EC","N","POINT (-96.10102 32.36544)"
"Electrical Contractor","32339","TARRANT","HBI ELECTRIC","APT 1127","6950 CHASE RIDGE TRL APT 1127","SAGINAW TX 76137-7531","2146464195","02/26/2027","HBI ELECTRIC","6950 CHASE RIDGE TRL APT 1127",,"FT WORTH TX 76137-7531","TARRANT","2146464195","EC","N","POINT (-83.94652 43.4194)"
"Electrical Contractor","35802","DALLAS","SKY ELECTRICAL SERVICES","4824 MOSS POINT ROAD",,"DALLAS TX 75232","3467735776","04/13/2027","SKY ELECTRICAL SERVICES","4824 MOSS POINT RD",,"DALLAS TX 75232-1322","DALLAS","3467735776","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","37678","PARKER","JM ELECTRICAL SERVICES","405 S BRAZOS STREET",,"WEATHERFORD TX 76086","8173047296","01/11/2027","JM ELECTRICAL SERVICES","405 S BRAZOS ST",,"WEATHERFORD TX 76086-5227","PARKER","8173047296","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","24536","DENTON","A&V ELECTRICAL SERVICES LLC","9304 BENBROOK LN",,"ARGYLE TX 76226-1416","9402061638","08/16/2026","A&V ELECTRICAL SERVICES LLC","9304 BENBROOK LN",,"ARGYLE TX 76226-1416","DENTON","9402061638","EC","N","POINT (-97.18531 33.12179)"
"Electrical Contractor","37117","TARRANT","ISAET ELECTRIC LLC","1025 OLIVEWOOD LN",,"FORT WORTH TX 76140-5474","8176803449","05/17/2027","ISAET ELECTRIC LLC","1025 OLIVEWOOD LN",,"FORT WORTH TX 76140-5474","TARRANT","8176803449","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","34249","DALLAS","XTREME AIR SERVICES","308 US HIGHWAY 80 E",,"SUNNYVALE TX 75182-9394","9722882263","05/06/2027","XTREME AIR SERVICES","308 US HIGHWAY 80 E",,"SUNNYVALE TX 75182-9394","DALLAS","9722882263","EC","N","POINT (-122.03751 37.37188)"
"Electrical Contractor","37236","COLLIN","JC ELECTRICS LLC","2005 CANYON CREEK DR",,"MCKINNEY TX 75072-8305","2149947093","06/23/2027","JC ELECTRICS LLC","2005 CANYON CREEK DR",,"MCKINNEY TX 75072-8305","COLLIN","2149947093","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","39990","DALLAS","MD ELECTRICAL SERVICE GROUP LLC","1826 PINE KNOT DR",,"GARLAND TX 75044-7272","9728924786","02/20/2026","MD ELECTRICAL SERVICE GROUP LLC","1826 PINE KNOT DR",,"GARLAND TX 75044-7272","DALLAS","9728924786","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","41555","TARRANT","NEIGHBORS ELECTRIC LLC","10348 LENTEN ROSE ST",,"CROWLEY TX 76036-1526","8178490618","06/16/2027","NEIGHBORS ELECTRIC LLC","10348 LENTEN ROSE ST",,"CROWLEY TX 76036-1526","TARRANT","8178490618","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","32483","DALLAS","MALOR ELECTRIC LLC","8926 FIRESIDE DR",,"DALLAS TX 75217","2149267704","05/27/2027","MALOR ELECTRIC LLC","8926 FIRESIDE DR",,"DALLAS TX 75217-7158","DALLAS","2149267704","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","41048","DENTON","2 BOYS ELECTRIC","24 ALAMOSA DR",,"TROPHY CLUB TX 76262-5205","8173207362","01/20/2027","2 BOYS ELECTRIC","24 ALAMOSA DR",,"TROPHY CLUB TX 76262-5205","DENTON","8173207362","EC","N","POINT (-97.18801 32.99518)"
"Electrical Contractor","33767","JOHNSON","INLAND MARINE ELECTRICAL SERVICES","5917 BLACK SPRINGS LN",,"JOSHUA TX 76058-6443","8179078797","03/08/2027","INLAND MARINE ELECTRICAL SERVICES","5917 BLACK SPRINGS LN",,"JOSHUA TX 76058-6443","JOHNSON","8179078797","EC","N","POINT (-97.38851 32.46295)"
"Electrical Contractor","25284","DALLAS","KINGFISHER MECHANICAL","844 DALWORTH #15",,"MESQUITE TX 75149","2143150205","08/11/2026","KINGFISHER MECHANICAL","517 ROYAL CREST DR",,"MESQUITE TX 75149-3446","DALLAS","2143150205","EC","N","POINT (-96.60212 32.78343)"
