"org_id","firm","firm_type","segment","bucket","tier","city","state","website","aum_or_fund_size","check_size","ebitda_range","vertical_fit","internal_corpdev","buyside_signal","signal_date","contact_count","contact_ids","confidence","source_url","notes","account_type","sponsor_parent","verticals_active","states_active","platform_count","texas_exposure","trigger_type","trigger_date","verification","last_checked"
"ORG-136","Relay Investments","","","CLIENT","C","Boston","MA","relayinvestments.com","~$200M (Fund III, 2022)","","","","","NONE","","0","","","https://www.relayinvestments.com/","[2026-08-18 client-register-v1 / P5-013] 250+ search funds, 160+ acquisitions. Industry-agnostic; 15-25% stake, $1-3.5M equity checks.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-137","Search Fund Partners","","","CLIENT","C","","CA","searchfunds.net","","","","","","NONE","","0","","","https://www.searchfunds.net/","[2026-08-18 client-register-v1 / P5-014] First PE fund dedicated to search funds (2004); 202 investments through 2025. Bay Area; exact city not verified.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-138","Trilogy Search Partners","","","CLIENT","C","Mercer Island","WA","trilogy-search.com","","","","","","NONE","","0","","","https://trilogy-search.com/team","[2026-08-18 client-register-v1 / P5-015] Founded 2014; 66 portfolio companies, 18 acquisitions. Second office SF.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-139","WSC & Company","","","CLIENT","C","Charlotte","NC","wscandcompany.com","Fund II ~$100M (2020); >$2B portfolio EV","","","","","NONE","","0","","","https://wscandcompany.com/","[2026-08-18 client-register-v1 / P5-016] Business products and services $2-6M EBITDA. Backed Yard Alliance/YardWorks residential landscaping platform.","P5_SEARCH_FUND_INVESTOR","","landscaping","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-143","BlueAlpha Capital","","FAMILY_OFFICE","CLIENT","C","Southlake","TX","bluealphacap.com","","","","","","","","0","","","https://www.bluealphacap.com/","[2026-08-19 verification pass / P2-004] Own site: private markets investment manager for the Sanjay Chandra Family, Southlake TX (2102 E SH-114), founded 2006; buyout, growth equity, venture, real estate, private credit.","P2_FAMILY_OFFICE","","other","TX","7","yes","NONE","","VERIFIED","2026-08-19"
"ORG-151","Cranbrook Partners","","FAMILY_OFFICE","CLIENT","A","Troy","MI","cranbrookpartners.com","","","","","","T3","2026-03-01","0","","","https://www.cranbrookpartners.com/we-manage/","[2026-08-19 verification pass / P2-009] Own 'We Manage' page: owns and manages Fire CATT (fire-hose testing, 45 states), Roman Stone Construction (precast concrete, 120 yrs), Ritner Steel (structural steel, 77 yrs), and iwerk (IT/hosting) — 4 holdings, not 5; Troy MI (3250 W. Big Beaver); contact Zachary Savas (also FireCatt founder/co-owner). NOTES: the page does not use the 'family office' label, and does not date the Mar 2026 activity — the transaction date remains directory-grade.","P2_FAMILY_OFFICE","","fire_life_safety|industrial_services","","4","unknown","T3","2026-03-01","VERIFIED","2026-08-19"
"ORG-146","Davenforth","","FAMILY_OFFICE","CLIENT","C","Austin","TX","davenforth.co","","","","","","","","0","","","https://www.davenforth.co/about-us","[2026-08-19 verification pass / P2-010] Own site: joint family office of Bradley Roofner and Logan Brown (co-founders of WLE, 250-employee commercial landscaping company sold to BrightView Oct 2020), Austin (1111 E 11th St). CORRECTIONS: mandate is minority, majority, AND wholly-owned stakes — not exclusively majority buyouts; the $3M+ recurring-revenue threshold is not on the current site; site notes it is 'currently buying businesses in the cloud communication industry.'","P2_FAMILY_OFFICE","","landscaping","TX","","yes","NONE","","VERIFIED","2026-08-19"
"ORG-140","Investar Financial Corporation","","FAMILY_OFFICE","CLIENT","C","Dallas","TX","investarfinancial.com","","","","","","","","0","","","https://investarfinancial.com/about.htm","[2026-08-19 verification pass / P2-015] Own site: family-owned private holding company / 'a Dallas-based family office investing capital with a long-term horizon'; LMM private equity, operating companies (US Hispanic market focus), active equity, real estate. CORRECTION: the '$1.0B AUM (self-stated)' claim is NOT on the firm's site — third-party databases only; dropped. 'Since 2001' also unconfirmed.","P2_FAMILY_OFFICE","","other","TX","3","yes","NONE","","VERIFIED","2026-08-19"
"ORG-148","Kompass Kapital","","FAMILY_OFFICE","CLIENT","A","Overland Park","KS","kompasskapital.com","$1B+ AUM (own site, 2026)","","","","","T3","2026-05-01","0","","","https://www.prnewswire.com/news-releases/aaa-city-plumbing-acquired-by-founders-home-service-group-302760207.html","[2026-08-19 verification pass / P2-016] Own site: privately held investment firm and single-family office, Overland Park KS (9800 Metcalf Ave) WITH A DALLAS OFFICE; $1B+ AUM, 100+ investments, 5 portfolio companies incl. Founders Home Service Group (residential plumbing/HVAC/electrical acquirer). PR Newswire 2026-05-01: AAA City Plumbing (Rock Hill SC / Charlotte NC) acquired by Founders HSG, 'a Kompass Kapital platform company.' CORRECTIONS: HQ Overland Park KS, not Kansas City MO; Texas exposure YES via the Dallas office; listicle trigger source replaced by the release.","P2_FAMILY_OFFICE","","residential_hvac|residential_plumbing|residential_electrical","KS","1","yes","T3","2026-05-01","VERIFIED","2026-08-19"
"ORG-141","Lang Partners","","FAMILY_OFFICE","CLIENT","C","Dallas","TX","lang-partners.com","","","","","","","","0","","","https://lang-partners.com/","[2026-08-19 verification pass / P2-017] Own site: real estate development firm and family office investor — RE, public equity, LBOs, acquisitions, fixed income, special situations; 1501 Dragon St, Dallas. CORRECTION: the Service Star Brands connection is aggregator-only — Lang's site never mentions it and servicestarbrands.com names no investor (SSB is a founder-led North Texas HVAC consolidator, not franchising). Platform count is directory-grade.","P2_FAMILY_OFFICE","","other","TX","10","yes","NONE","","VERIFIED","2026-08-19"
"ORG-150","MasGroup","","FAMILY_OFFICE","CLIENT","A","","","","","","","","","T3","2026-04-02","0","","","https://www.prnewswire.com/news-releases/superior-roofing-completes-ownership-transition-302733333.html","[2026-08-19 verification pass / P2-018] PR Newswire 2026-04-02 (Aurora CO dateline): Superior Roofing LLC ownership transition to an investor group of 'JC Mas of MasGroup,' BaseCamp Equity, Plexus Capital, and Randy Paulson; MasGroup described as 'a strategic single-family office focused on building and supporting the essential assets, services and technologies that power modern infrastructure and healthcare'; JC Mas, Chairman. HQ/domain still unverified — secondary press places the Mas family firm (MasTec founders) in Coral Gables FL; not primary-confirmed.","P2_FAMILY_OFFICE","","roofing","CO","1","unknown","T3","2026-04-02","VERIFIED","2026-08-19"
"ORG-154","NorthCurrent Partners","","FAMILY_OFFICE","CLIENT","A","New York","NY","northcurrentpartners.com","","","","","","T3","2025-12-01","0","","","https://northcurrentpartners.com/","[2026-08-19 verification pass / P2-022] Own homepage: 'a family office-backed firm that invests in and grows American businesses through majority-control partnerships.' Liberty Service Partners release (PR Newswire 2025-08-27, Restivo's Heating & Air) boilerplate: 'New York based private equity firm… As the extension of a family office that grew and sold a family business to private equity…'; Liberty (Dallas; residential HVAC/plumbing/electrical) is the flagship, founded late 2020. TYPE CONFLICT resolved toward P2 on the firm's own language — neither primary describes deal-by-deal fundraising. CORRECTIONS: HQ is New York NY (TX/FL is portfolio geography); '25 closed deals' unconfirmed; the Dec 2025 trigger date is not primary-confirmed.","P2_FAMILY_OFFICE","","residential_hvac|residential_plumbing|residential_electrical","TX|FL","1","yes","T3","2025-12-01","VERIFIED","2026-08-19"
"ORG-152","Pearl Street Capital Partners","","FAMILY_OFFICE","CLIENT","A","","","pearlstreetcp.com","","","","","","T3","2026-04-01","0","","","https://www.pearlstreetcp.com/","[2026-08-19 verification pass / P2-024] Own site: 'a partner for family-owned businesses,' backed by 'Family Office Capital… friendly capital with a long investment horizon'; names Aligned Exteriors Group, Fargo Roofing & Siding (under AEG), Measurement Control Systems. PR Newswire 2026-04-01: Pearl Street launches Panther Service Group, a plumbing/HVAC/electrical platform in Florida (Alex Study, Managing Partner). NOT CONFIRMED: the 'two family offices' count and the $1-7M EBITDA range; HQ not stated on pages read. FO/IS ambiguity not settled by primaries — kept P2.","P2_FAMILY_OFFICE","","industrial_services|roofing|residential_hvac","FL|MI|OH|IL|MN","4","unknown","T3","2026-04-01","VERIFIED","2026-08-19"
"ORG-144","Preservation Holdings LLC","","FAMILY_OFFICE","CLIENT","C","Fort Worth","TX","preservationholdings.com","","","EBITDA/NOI $500K-4.0M; EV $3-15M (own site)","","","","","0","","","https://preservationholdings.com/","[2026-08-19 verification pass / P2-026] Own site: multi-generational family office holding company, Fort Worth (650 N. Freeway); holds indefinitely (35+ years in cases); majority and minority; services, distribution, manufacturing. CORRECTIONS: HQ is Fort Worth, not Dallas; the Air Assurance / HomeTown Services (2022) claim is MISATTRIBUTED — HomeTown Services (incl. Air Assurance, Tulsa OK) is a CenterOak Partners portfolio company per CenterOak's own investments page — trigger struck, HVAC/plumbing verticals and OK exposure struck with it; site names no portfolio companies.","P2_FAMILY_OFFICE","","other","TX","","yes","NONE","","VERIFIED","2026-08-19"
"ORG-149","Progeny 3","","FAMILY_OFFICE","CLIENT","A","Kirkland","WA","","","","","","","T3","2026-04-15","0","","","https://www.morningstar.com/news/business-wire/20260414818602/new-equity-partner-positions-cadre-energy-solutions-llc-to-accelerate-growth-in-contract-compression","[2026-08-19 verification pass / P2-028] Business Wire release 2026-04 (read via syndicated copies at vcnewsdaily.com and pgjonline.com; businesswire 403s fetchers): 'Progeny 3, Inc., a single-family office with significant experience investing in energy' made an equity investment in HOUSTON-based Cadre Energy Solutions (contract natural gas compression), joining Intrepid Investment Management; quotes Danny Knight, Portfolio Manager. Texas exposure YES via Cadre (Houston). NOTE: Kirkland WA HQ is per directories, not primary-confirmed; no firm website found.","P2_FAMILY_OFFICE","","energy_services","TX","1","yes","T3","2026-04-15","VERIFIED","2026-08-19"
"ORG-153","SIG Partners","","FAMILY_OFFICE","CLIENT","A","Dallas","TX","sigpartners.com","","","","","","T3","2026-01","0","","","https://sigpartners.com/our-companies","[2026-08-19 verification pass / P2-034] Own site (bot-blocks fetchers; read via browser): 'family-owned holding company investing in great American businesses for the long term' — $315M paid to owners, 37 businesses in the last 5 years, 99% post-close employee retention, 'There is no fund, no timeline'; targets $4M+ revenue; Dallas (4030 Maple Ave). Portfolio lists Snipps Heating & Air Conditioning (Montrose CO, residential + commercial), 'Closed: January 2026.' CORRECTIONS: 37 businesses / 5 years (row said 30+/6); diversified — home services, healthcare, manufacturing, distribution — not residential-HVAC-only; '90-100% cash to close' is Axial-only, not on the site.","P2_FAMILY_OFFICE","","residential_hvac","TX","","yes","T3","2026-01","VERIFIED","2026-08-19"
"ORG-142","The Arnold Companies","","FAMILY_OFFICE","CLIENT","C","Dallas","TX","thearnoldcos.com","","","","","","","","0","","","https://www.thearnoldcos.com/","[2026-08-19 verification pass / P2-037] Own site: family investment management and services firm, Dallas (100 Crescent Court); founded 1964 in Texarkana by Truman Arnold as a wholesale refined-petroleum distributor; Greg Arnold CEO since 2003; investments across RE, retail, banking, aviation, technology; operates TAC Energy and TAC Private Hangars.","P2_FAMILY_OFFICE","","energy_services","TX","7","yes","NONE","","VERIFIED","2026-08-19"
"ORG-147","Thrive Five","","FAMILY_OFFICE","CLIENT","C","Dallas","TX","thrivefive.com","","","","","","","","0","","","https://thrivefive.com/portfolio/","[2026-08-19 verification pass / P2-039] Own site: Dallas (5910 N US 75-Central Expy); 8 portfolio entries — outdoor/building products (Thrive Outside, Fortress Building Products, Cubix Outdoors, Vioscapes), healthcare (Surgical Training Institute, Streamline Healthcare), plus 2 real-estate holdings. Founder Matt Sherstad ran Fortress Building Products 20 years to $150M+ revenue. Site self-describes as 'entrepreneurs investing in entrepreneurs'; the SFO label is from secondary profiles.","P2_FAMILY_OFFICE","","other","TX","6","yes","NONE","","VERIFIED","2026-08-19"
"ORG-145","Treaty Oak Equity","","FAMILY_OFFICE","CLIENT","C","Austin","TX","treatyoakequity.com","","","","","","T3","2024-03-29","0","","","https://aijourn.com/treaty-oak-equity-sells-stans-home-services-holdings-to-the-master-trades-group/","[2026-08-19 verification pass / P2-041] Business Wire release 2024-03-29 (verbatim reprint; businesswire.com timed out): Treaty Oak Equity LLC, 'an Austin-based private investment firm with capital commitments from two Texas family offices,' sold Stan's Home Services Holdings (Stan's Heating Air Plumbing & Electrical + Wagner Mechanical, Albuquerque NM) to The Master Trades Group; had acquired Stan's in 2018. Own site confirms Austin (1012 Rio Grande). Post-exit — between trade platforms.","P2_FAMILY_OFFICE","","residential_hvac|residential_plumbing|residential_electrical","TX","6","yes","T3","2024-03-29","VERIFIED","2026-08-19"
